1522,399-922-6672,15228998,1
1523,416-846-3149,15236297,1
1524,676-990-8874,15244695,5
1525,396-570-4711,15258087,4
1526,345-736-4883,15267075,8
1527,399-640-9004,15275292,3
1528,485-264-7276,15281560,4
1529,508-960-6694,15293970,1
1530,149-586-1086,15302580,2
1531,744-573-1738,15317100,6
1532,781-256-3807,15322469,5
1533,252-984-2953,15335041,7
1534,275-587-4531,15346264,6
1535,267-578-4354,15358130,3
1536,965-847-7865,15366306,4
1537,790-962-5545,15378383,8
1538,503-592-1816,15389783,4
1539,314-132-8924,15396949,7
1540,274-479-9057,15402357,6
1541,665-588-9225,15416120,1
1542,507-286-5096,15423892,3
1543,193-351-3358,15438257,7
1544,445-737-7138,15449587,4
1545,151-566-1097,15453598,1
1546,984-602-3329,15461267,6
1547,549-930-8139,15478496,4
1548,549-366-1836,15481503,1
1549,306-138-7527,15495118,7
1550,961-542-1848,15509435,5
1551,155-893-2777,15519944,1
1552,956-992-7078,15521180,6
1553,269-800-1554,15539442,5
1554,723-747-8483,15540878,5
1555,724-235-6695,15550162,3
1556,292-475-1895,15562174,3
1557,274-547-8454,15574936,4
1558,679-823-4388,15588111,2
1559,854-587-3992,15596511,3
1560,666-454-6748,15608683,8
1561,816-468-1467,15613336,7
1562,580-839-8091,15627669,3
1563,281-277-3655,15635761,4
1564,910-997-8829,15645576,1
1565,689-152-6803,15654090,1
1566,265-786-5348,15661161,4
1567,460-697-7067,15673154,5
1568,532-982-3798,15684621,4
1569,141-516-4259,15690236,8
1570,638-407-5498,15704122,1
1571,516-400-7943,15714181,8
1572,428-382-8462,15728618,7
1573,659-981-7742,15730227,7
1574,567-984-8908,15746998,5
1575,462-951-9136,15758315,3
1576,478-937-3328,15762307,5
1577,293-139-4688,15774609,8
1578,174-952-7149,15780031,5
1579,302-787-7859,15796695,4
1580,925-681-5557,15808992,1
1581,149-214-5963,15812663,3
1582,133-487-7721,15825476,1
1583,781-354-4874,15831949,3
1584,214-689-6514,15849510,1
1585,186-254-3944,15857512,2
1586,160-545-5426,15860175,6
1587,902-992-7156,15872742,7
1588,567-644-1402,15881315,3
1589,345-533-1725,15891847,7
1590,462-306-3718,15907708,2
1591,874-440-1886,15911775,3
1592,130-476-6534,15926610,2
1593,825-847-2217,15935954,5
1594,205-894-7904,15941670,8
1595,181-389-4131,15950708,8
1596,861-733-6713,15968453,5
1597,404-915-9179,15971363,2
1598,461-642-6431,15980270,1
1599,818-324-7024,15993737,1
1600,985-149-1196,16008352,6
1601,915-653-2647,16017243,2
1602,834-992-5565,16024652,4
1603,187-559-2564,16030996,8
1604,391-137-9550,16047392,8
1605,552-962-2544,16058678,1
1606,338-179-8276,16061754,8
1607,938-758-1206,16079229,7
1608,580-696-4723,16089721,2
1609,163-652-6103,16097805,8
1610,565-867-7434,16100205,5
1611,649-138-7365,16115514,2
1612,598-603-3745,16124868,1
1613,781-533-7358,16131126,6
1614,434-735-7536,16143584,8
1615,974-804-4831,16157128,5
1616,339-813-2603,16160872,3
1617,721-842-1626,16171084,6
1618,392-593-6629,16181067,8
1619,145-903-1784,16196378,7
1620,587-603-8829,16209397,1
1621,942-425-9403,16212481,4
1622,411-681-8596,16222210,3
1623,225-237-7228,16237112,7
1624,342-399-9023,16246034,8
1625,851-807-8746,16250059,7
1626,543-399-7545,16266196,1
1627,189-556-1213,16275027,8
1628,643-839-3645,16281093,4
1629,821-677-8403,16291567,8
1630,606-631-2182,16302945,8
1631,495-479-9651,16313114,3
1632,353-622-4067,16329179,6
1633,289-320-5302,16337775,8
1634,581-195-9268,16348767,4
1635,921-459-8714,16350313,5
1636,833-395-4999,16369069,7
1637,601-388-7231,16372872,8
1638,469-206-6494,16388966,2
1639,532-205-4563,16393439,7
1640,124-489-9631,16407622,7
1641,840-982-7523,16412224,6
1642,238-317-2127,16428603,7
1643,641-630-2207,16430424,8
1644,499-524-2194,16443400,2
1645,776-568-8071,16450814,8
1646,260-183-4768,16469634,3
1647,823-620-3460,16477069,1
1648,925-618-2218,16487435,3
1649,309-318-5575,16494433,1
1650,696-698-2225,16506947,3
1651,590-269-5976,16516119,2
1652,537-605-6793,16527687,1
1653,384-575-8444,16538197,2
1654,140-731-8275,16547849,3
1655,390-649-1967,16558774,6
1656,863-378-4463,16566295,1
1657,832-286-4310,16579802,7
1658,284-381-1784,16587976,1
1659,129-792-3707,16593738,7
1660,730-172-1720,16601034,4
1661,782-286-7547,16614473,1
1662,747-651-3350,16629083,8
1663,843-350-4851,16630137,7
1664,737-849-1126,16640992,3
1665,302-687-1955,16658692,3
1666,120-605-3414,16660827,7
1667,252-746-6285,16676837,7
1668,951-366-9232,16682474,8
1669,119-263-8794,16694621,1
1670,641-638-6400,16707702,2
1671,343-832-8578,16715299,5
1672,489-387-1706,16722947,3
1673,913-942-8355,16739741,8
1674,332-846-5366,16744211,1
1675,836-402-2038,16750307,3
1676,754-364-5436,16766433,7
1677,815-946-4538,16778249,3
1678,838-938-4752,16786233,6
1679,179-510-3862,16795580,4
1680,332-461-4056,16806957,7
1681,539-735-2548,16818439,7
1682,476-721-8783,16820029,8
1683,802-294-8167,16834671,7
1684,381-654-8065,16842769,2
1685,198-475-9075,16855363,7
1686,262-125-8604,16867470,2
1687,901-141-4439,16871554,4
1688,246-140-1690,16886006,7
1689,632-863-2755,16897040,5
1690,780-338-5012,16904465,4
1691,166-500-3575,16910286,2
1692,712-506-9472,16928221,5
1693,993-920-9351,16932614,4
1694,595-477-7229,16947329,2
1695,118-378-3134,16953157,8
1696,839-476-7508,16966721,8
1697,263-464-9842,16971772,1
1698,129-219-1244,16989598,3
1699,374-371-6625,16998557,1
1700,689-405-6343,17005182,1
1701,491-664-2802,17015832,6
1702,632-735-3396,17024354,7
1703,224-533-9266,17035344,3
1704,457-346-6991,17043141,1
1705,598-686-2420,17057426,5
1706,815-237-5470,17065325,3
1707,928-908-9155,17071891,3
1708,622-618-6117,17080853,8
1709,882-238-1196,17090329,1
1710,685-228-9516,17104282,1
1711,623-483-7911,17114913,8
1712,321-737-1359,17123602,6
1713,271-421-9149,17139785,4
1714,882-814-8731,17146230,3
1715,783-893-9053,17158603,3
1716,483-709-2246,17169115,2
1717,471-815-4604,17171055,7
1718,272-702-2142,17181403,8
1719,341-195-5110,17194102,6
1720,595-510-1588,17208348,1
1721,713-280-6743,17213000,2
1722,815-536-2083,17224856,5
1723,993-180-6977,17238908,7
1724,711-623-1314,17241343,8
1725,355-821-1729,17254434,3
1726,513-207-4997,17267843,1
1727,668-849-2897,17270066,8
1728,382-126-4207,17283986,2
1729,717-175-1369,17297440,5
1730,760-235-8322,17302705,8
1731,840-771-6399,17318161,2
1732,688-453-4904,17325499,6
1733,838-289-7022,17335058,1
1734,928-681-6468,17341417,1
1735,906-524-5777,17353898,1
1736,475-630-4779,17365417,1
1737,659-478-9068,17379523,5
1738,316-467-5374,17381537,1
1739,878-309-1523,17397157,5
1740,819-630-4513,17401891,1
1741,765-532-5784,17414672,7
1742,946-928-5642,17423342,4
1743,338-590-8090,17438589,4
1744,905-781-1552,17445523,3
1745,812-240-6367,17453550,4
1746,992-195-1941,17463641,4
1747,479-846-4455,17476188,3
1748,338-423-3644,17481527,7
1749,723-232-8127,17499527,5
1750,606-834-4373,17506338,2
1751,896-510-6447,17511159,2
1752,192-115-6704,17524259,6
1753,164-327-1863,17531134,6
1754,528-321-5775,17544133,3
1755,721-527-8501,17555103,6
1756,603-332-9166,17562537,3
1757,583-447-8066,17570472,1
1758,701-590-8220,17583631,1
1759,292-259-2608,17596489,2
1760,406-580-2362,17601841,2
1761,222-195-6555,17614561,1
1762,371-696-2392,17621273,1
1763,609-826-3750,17630756,1
1764,578-642-6172,17640687,4
1765,683-999-9970,17657634,3
1766,351-305-8036,17666622,7
1767,831-284-1951,17671362,5
1768,974-364-5547,17689416,4
1769,806-737-9695,17697749,7
1770,969-168-2864,17702926,8
1771,199-552-6974,17719245,4
1772,137-605-5247,17727392,1
1773,326-921-5512,17733639,6
1774,398-947-3728,17745460,2
1775,681-827-7645,17759644,8
1776,631-217-2254,17763050,4
1777,457-833-7203,17778283,7
1778,880-958-1752,17785142,5
1779,177-879-6732,17795985,4
1780,567-623-9915,17807376,3
1781,808-822-2076,17810064,8
1782,565-145-7154,17825118,7
1783,885-170-5548,17833202,1
1784,984-871-7035,17848340,2
1785,753-669-6759,17856652,2
1786,179-877-4621,17869885,3
1787,297-599-6220,17874036,1
1788,665-978-2070,17888414,1
1789,691-648-8828,17890527,1
1790,298-618-3267,17900993,7
1791,156-218-3353,17910894,2
1792,438-903-3789,17921999,5
1793,542-516-2011,17938188,5
1794,298-598-4172,17943386,6
1795,774-116-4737,17956408,4
1796,916-396-2108,17969335,4
1797,645-987-8596,17979691,4
1798,437-478-9868,17985325,8
1799,780-585-2158,17994279,2
1800,268-568-6935,18004725,3
1801,455-360-2584,18013792,1
1802,363-410-3507,18024085,4
1803,225-463-7331,18030789,3
1804,462-733-8844,18044954,1
1805,262-524-7537,18054958,8
1806,535-117-8970,18068046,6
1807,942-261-8650,18070937,8
1808,462-550-2903,18089407,7
1809,597-417-3956,18095276,7
1810,550-954-3175,18109412,5
1811,253-284-4636,18111024,4
1812,620-456-8959,18125553,1
1813,424-956-9551,18136557,3
1814,747-728-7526,18149337,3
1815,549-224-6731,18152569,8
1816,566-947-8302,18166606,1
1817,702-119-5829,18170235,3
1818,997-206-3615,18186183,1
1819,851-945-4889,18195735,8
1820,511-507-7847,18206284,3
1821,827-435-3147,18215598,3
1822,948-487-5188,18225053,4
1823,813-977-5374,18231561,5
1824,664-686-9126,18248000,1
1825,344-555-5594,18259688,4
1826,455-955-3549,18269900,4
1827,928-912-7767,18273428,4
1828,313-971-4619,18281466,6
1829,277-301-8975,18294338,8
1830,839-487-8141,18304187,2
1831,475-704-8624,18315818,4
1832,984-249-3287,18323378,7
1833,125-255-2114,18337334,7
1834,403-385-7737,18347106,1
1835,184-294-3464,18350637,4
1836,709-567-9790,18364798,6
1837,758-688-5251,18375643,2
1838,545-988-2239,18384881,1
1839,220-993-7352,18391308,8
1840,702-338-3739,18403141,7
1841,980-872-2518,18412508,7
1842,719-830-8819,18425690,3
1843,741-345-5116,18435716,8
1844,955-432-3716,18441598,6
1845,647-558-6994,18454729,7
1846,773-163-1886,18469329,8
1847,337-677-3593,18476635,8
1848,774-404-2102,18482065,6
1849,444-728-4846,18498315,2
1850,220-641-4762,18507437,3
1851,672-605-5047,18511830,7
1852,176-857-2963,18524082,8
1853,399-921-4837,18536289,7
1854,951-376-9644,18549697,8
1855,803-641-7876,18555575,1
1856,450-826-2956,18566458,1
1857,156-762-2063,18571785,2
1858,115-861-1430,18589479,7
1859,772-452-3942,18598601,6
1860,206-952-7709,18603700,3
1861,785-870-7077,18613422,2
1862,777-193-6047,18622919,7
1863,546-942-3013,18633790,8
1864,698-805-3546,18640100,3
1865,325-842-4417,18659579,3
1866,899-840-3779,18669392,3
1867,248-834-9944,18672557,5
1868,541-850-9762,18686667,6
1869,640-696-2423,18698161,4
1870,577-545-8017,18709194,2
1871,530-657-9363,18712551,7
1872,547-337-2303,18729307,3
1873,446-651-6454,18732664,7
1874,614-847-4994,18741439,2
